Column1;Run;Assay Type;AvgSpotLen;Bases;BioProject;BioSample;Bytes;Center Name;Consent;DATASTORE filetype;DATASTORE provider;DATASTORE region;Experiment;Instrument;Library Name;LibraryLayout;LibrarySelection;LibrarySource;Organism;Platform;ReleaseDate;create_date;version;Sample Name;SRA Study;Collection_Date;geo_loc_name_country;geo_loc_name_country_continent;geo_loc_name;BioSampleModel;isolation_source;HOST;lat_lon;isolate;source_material_id;sample_type;strain;env_broad_scale;env_local_scale;env_medium;ENA-FIRST-PUBLIC (run);ENA-LAST-UPDATE (run);Sample_name;Scientific_Name;INSDC_center_name;INSDC_status;Submitter_Id;common_name;ena_first_public;ena_last_update;external_id;INSDC_first_public;INSDC_last_update;ArrayExpress-SPECIES;sample_description;samp_mat_process;ref_biomaterial;collected_by;tissue;source_uvig;virus_enrich_appr;replicate;host_subject_id;project_name;host_common_name;geographic_location_(country_and/or_sea);geographic_location_(latitude);geographic_location_(longitude);host_tissue_sampled;broad-scale_environmental_context;ENA_first_public.1;ENA-STATUS-ID (exp);ENA-STATUS-ID (run);environmental_medium;local_environmental_context;Broker_name;Biological_Replicate;host_scientific_name;lab_host;fasta_file (run);host_taxid;isol_growth_condt;propagation;Host_Age;host_sex;specimen_voucher;host_body_product;host_tot_mass;misc_param;samp_capt_status;sex;BREED;Cultivar;dev_stage;ecotype;sub_species;sequencing_approach;actual_read_length (run);Investigation_type;library_id;RUN (run);total_bases (run);Host_disease;environment_(biome);environment_(feature);environment_(material);host-associated_environmental_package;Sequencing_method;samp_collect_device;SUBMISSION_TOOL (exp);SUBMISSION_TOOL (run);submission_tool;SUBMISSION_TOOL_VERSION (exp);SUBMISSION_TOOL_VERSION (run);SUBMISSION_TOOL_VERSION;genbank_accession;samp_size;sampleNumber;specific_host;virus_enrich_app;altitude;BIOME;env_package;experimental_factor;feature;identified_by;label;material;sample_ID;Host_Diet;organism.1;rel_to_oxygen
161;SRR31363909;WGS;286;474453275;PRJNA1185806;SAMN44728217;173166448;REDEEMERS UNIVERSITY;public;fastq,sra,run.zq;gs,s3,ncbi;s3.us-east-1,ncbi.public,gs.us-east1;SRX26737675;Illumina MiSeq;G11;PAIRED;RANDOM;VIRAL RNA;Bat sapovirus;ILLUMINA;15.11.2024 3:00;15.11.2024 20:09;1;G11;SRP545520;2022;Nigeria;Africa;Nigeria: Idanre-Ondo State;Viral;Rectal swab;Rousettus aegyptiacus;;BtSaV/A25G11/IDANRE/NGR/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;SRR31363910;WGS;299;598547547;PRJNA1185806;SAMN44728216;221765048;REDEEMERS UNIVERSITY;public;sra,fastq,run.zq;ncbi,gs,s3;ncbi.public,s3.us-east-1,gs.us-east1;SRX26737674;Illumina MiSeq;G10;PAIRED;RANDOM;VIRAL RNA;Bat sapovirus;ILLUMINA;15.11.2024 3:00;15.11.2024 19:06;1;G10;SRP545520;2022;Nigeria;Africa;Nigeria: Idanre-Ondo State;Viral;Rectal swab;Rousettus aegyptiacus;;BtSaV/k141G10/IDANRE/NGR/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
163;SRR31363911;WGS;298;57040761;PRJNA1185806;SAMN44727980;34122192;REDEEMERS UNIVERSITY;public;fastq,sra,run.zq;gs,s3,ncbi;ncbi.public,s3.us-east-1,gs.us-east1;SRX26737673;Illumina MiSeq;GB09_S6_L001;PAIRED;RANDOM;VIRAL RNA;Bat sapovirus;ILLUMINA;17.11.2024 3:00;17.11.2024 12:02;1;GB09;SRP545520;2020;Nigeria;Africa;Nigeria: Gboko-Benue state;Viral;Rectal swab;Mops condylurus;;"BtSaV/A2GB9/GBOKO/NGR/2020; BtSaV/A3GB9/GBOKO/NGR/2020";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;SRR31363912;WGS;274;545825235;PRJNA1185806;SAMN44727979;219057341;REDEEMERS UNIVERSITY;public;run.zq,sra,fastq;ncbi,gs,s3;ncbi.public,gs.us-east1,s3.us-east-1;SRX26737672;NextSeq 500;B23;PAIRED;RANDOM;VIRAL RNA;Bat sapovirus;ILLUMINA;15.11.2024 3:00;15.11.2024 19:06;1;B23/BT/OAU/17;SRP545520;2020;Nigeria;Africa;Nigeria: OAU-Osun state;Viral;Rectal swab;Eidolon helvum (Straw-coloured fruit bat);;"BtSaV/A277B23/OAU/NGR/2020; BtSaV/A583B23/OAU/NGR/2020; BtSaV/A904B23/OAU/NGR/2020";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165;SRR31363913;WGS;263;1442370106;PRJNA1185806;SAMN44727972;539922913;REDEEMERS UNIVERSITY;public;run.zq,fastq,sra;ncbi,s3,gs;gs.us-east1,ncbi.public,s3.us-east-1;SRX26737671;NextSeq 500;B17;PAIRED;RANDOM;VIRAL RNA;Bat sapovirus;ILLUMINA;15.11.2024 3:00;15.11.2024 19:08;1;B17/BT/OAU/11;SRP545520;2020;Nigeria;Africa;Nigeria: OAU-Osun state;Viral;Rectal swab;Eidolon helvum (Straw-coloured fruit bat);;BtSaV/A43B17/OAU/NGR/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166;SRR31363914;WGS;228;165400462;PRJNA1185806;SAMN44727971;68097460;REDEEMERS UNIVERSITY;public;sra,run.zq,fastq;s3,ncbi,gs;ncbi.public,s3.us-east-1,gs.us-east1;SRX26737670;NextSeq 500;B15;PAIRED;RANDOM;VIRAL RNA;Bat sapovirus;ILLUMINA;15.11.2024 3:00;15.11.2024 20:08;1;B15/BT/OAU/9;SRP545520;2020;Nigeria;Africa;Nigeria: OAU-Osun state;Viral;Rectal swab;Eidolon helvum (Straw-coloured fruit bat);;BtSaV/A93B15/OAU/NGR/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167;SRR31363915;WGS;262;1999890164;PRJNA1185806;SAMN44727893;806513108;REDEEMERS UNIVERSITY;public;fastq,sra,run.zq;ncbi,gs,s3;gs.us-east1,ncbi.public,s3.us-east-1;SRX26737669;NextSeq 500;B14;SINGLE;RANDOM;VIRAL RNA;Bat sapovirus;ILLUMINA;15.11.2024 3:00;15.11.2024 19:07;1;B14/BT/OAU/8;SRP545520;2020;Nigeria;Africa;Nigeria: OAU-Osun state;Viral;Rectal swab;Eidolon helvum (Straw-coloured fruit bat);;"BtSaV/A11B14/OAU/NGR/2020; BtSaV/A12B14/OAU/NGR/2020; BtSaV/A26B14/OAU/NGR/2020; BtSaV/A97B14/OAU/NGR/2020; BtSaV/A347B14/OAU/NGR/2020";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
168;SRR31363916;WGS;262;1959647743;PRJNA1185806;SAMN44727888;782863038;REDEEMERS UNIVERSITY;public;run.zq,sra,fastq;s3,ncbi,gs;s3.us-east-1,ncbi.public,gs.us-east1;SRX26737668;NextSeq 500;B12;PAIRED;RANDOM;VIRAL RNA;Bat sapovirus;ILLUMINA;15.11.2024 3:00;15.11.2024 19:07;1;B12/BT/OAU/6;SRP545520;2020;Nigeria;Africa;Nigeria: OAU-Osun state;Viral;Rectal swab;Eidolon helvum (Straw-coloured fruit bat);;"BtSaV/A128B12/OAU/NGR/2020; BtSaV/A141B12/OAU/NGR/2020";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169;SRR31363917;WGS;266;1694872043;PRJNA1185806;SAMN44727494;668377509;REDEEMERS UNIVERSITY;public;sra,run.zq,fastq;gs,s3,ncbi;gs.us-east1,s3.us-east-1,ncbi.public;SRX26737667;NextSeq 500;B8;PAIRED;RANDOM;VIRAL RNA;Bat sapovirus;ILLUMINA;15.11.2024 3:00;15.11.2024 19:07;1;B8/BT/OAU/2;SRP545520;2020;Nigeria;Africa;Nigeria: OAU-Osun state;Viral;Rectal swab;Eidolon helvum (Straw-coloured fruit bat);;"BtSaV/A12B8/OAU/NGR/2020; BtSaV/A13B8/OAU/NGR/2020";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
170;SRR33676027;RNA-Seq;248;3645617261;PRJNA626677;SAMN48695020;1287661683;THE UNIVERSITY OF SYDNEY;public;run.zq,fastq,sra;ncbi,gs,s3;ncbi.public,s3.us-east-1,gs.us-east1;SRX28902478;Illumina NovaSeq X;ARRED001_16-51-57;PAIRED;RANDOM;METATRANSCRIPTOMIC;Betacoronavirus;ILLUMINA;23.05.2025 3:00;23.05.2025 6:41;1;ARRED001_16-51-57;SRP257582;2018-04-21;Australia;Oceania;Australia;Viral;stool;Pteropus alecto;;ARRED001_16-51-57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Pteropus alecto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
171;SRR33676028;RNA-Seq;241;1621714213;PRJNA626677;SAMN48695019;574466521;THE UNIVERSITY OF SYDNEY;public;sra,fastq,run.zq;ncbi,s3,gs;gs.us-east1,s3.us-east-1,ncbi.public;SRX28902477;Illumina NovaSeq X;ARRED010_7-50-12;PAIRED;RANDOM;METATRANSCRIPTOMIC;Betacoronavirus;ILLUMINA;23.05.2025 3:00;23.05.2025 6:40;1;ARRED010_7-50-12;SRP257582;2019-02-14;Australia;Oceania;Australia;Viral;stool;Pteropus alecto;;ARRED010_7-50-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Pteropus alecto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
172;SRR33676029;RNA-Seq;288;4384607046;PRJNA626677;SAMN48695018;1747092142;THE UNIVERSITY OF SYDNEY;public;run.zq,sra,fastq;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;SRX28902476;Illumina NovaSeq X;ARRED010;PAIRED;RANDOM;METATRANSCRIPTOMIC;Betacoronavirus;ILLUMINA;23.05.2025 3:00;23.05.2025 6:42;1;ARRED010;SRP257582;2019-02-14;Australia;Oceania;Australia;Viral;stool;Pteropus;;ARRED010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Pteropus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173;SRR33676030;RNA-Seq;275;3667020649;PRJNA626677;SAMN48695017;1394975824;THE UNIVERSITY OF SYDNEY;public;fastq,sra,run.zq;ncbi,s3,gs;s3.us-east-1,ncbi.public,gs.us-east1;SRX28902475;Illumina NovaSeq X;ARCLU022;PAIRED;RANDOM;METATRANSCRIPTOMIC;Betacoronavirus;ILLUMINA;23.05.2025 3:00;23.05.2025 6:41;1;ARCLU022;SRP257582;2019-10-24;Australia;Oceania;Australia;Viral;stool;Pteropus;;ARCLU022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Pteropus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
174;SRR33676031;RNA-Seq;238;224227548;PRJNA626677;SAMN48695016;74542966;THE UNIVERSITY OF SYDNEY;public;sra,fastq,run.zq;s3,gs,ncbi;ncbi.public,s3.us-east-1,gs.us-east1;SRX28902474;Illumina NovaSeq X;ACRED002_7;PAIRED;RANDOM;METATRANSCRIPTOMIC;Betacoronavirus;ILLUMINA;23.05.2025 3:00;23.05.2025 6:39;1;ACRED002_7;SRP257582;2018-07-27;Australia;Oceania;Australia;Viral;stool;Pteropus poliocephalus;;ACRED002_7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Pteropus poliocephalus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
175;SRR33676032;RNA-Seq;262;2307685081;PRJNA626677;SAMN48695015;727501516;THE UNIVERSITY OF SYDNEY;public;run.zq,sra,fastq;ncbi,gs,s3;ncbi.public,gs.us-east1,s3.us-east-1;SRX28902473;Illumina NovaSeq X;ACRED002_71;PAIRED;RANDOM;METATRANSCRIPTOMIC;Betacoronavirus;ILLUMINA;23.05.2025 3:00;23.05.2025 6:40;1;ACRED002_71;SRP257582;2018-07-29;Australia;Oceania;Australia;Viral;stool;Pteropus poliocephalus;;ACRED002_71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Pteropus poliocephalus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
176;SRR33676033;RNA-Seq;260;750604397;PRJNA626677;SAMN48695014;249164831;THE UNIVERSITY OF SYDNEY;public;run.zq,fastq,sra;ncbi,gs,s3;gs.us-east1,s3.us-east-1,ncbi.public;SRX28902472;Illumina NovaSeq X;ACRED010_53;PAIRED;RANDOM;METATRANSCRIPTOMIC;Betacoronavirus;ILLUMINA;23.05.2025 3:00;23.05.2025 6:40;1;ACRED010_53;SRP257582;2020-03-06;Australia;Oceania;Australia;Viral;stool;Pteropus alecto;;ACRED010_53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Pteropus alecto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;SRR33676034;RNA-Seq;259;6884452;PRJNA626677;SAMN48695013;2395808;THE UNIVERSITY OF SYDNEY;public;sra,run.zq,fastq;gs,s3,ncbi;gs.us-east1,s3.us-east-1,ncbi.public;SRX28902471;Illumina NovaSeq X;ACTOW010_17;PAIRED;RANDOM;METATRANSCRIPTOMIC;Betacoronavirus;ILLUMINA;23.05.2025 3:00;23.05.2025 6:39;1;ACTOW010_17;SRP257582;2019-09-04;Australia;Oceania;Australia;Viral;stool;Pteropus alecto;;ACTOW010_17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Pteropus alecto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
178;SRR33676035;RNA-Seq;208;476881623;PRJNA626677;SAMN48695012;181334086;THE UNIVERSITY OF SYDNEY;public;fastq,sra,run.zq;gs,ncbi,s3;gs.us-east1,s3.us-east-1,ncbi.public;SRX28902470;Illumina NovaSeq X;ARRED017_16_1;PAIRED;RANDOM;METATRANSCRIPTOMIC;Betacoronavirus;ILLUMINA;23.05.2025 3:00;23.05.2025 6:40;1;ARRED017_16_1;SRP257582;2019-08-30;Australia;Oceania;Australia;Viral;stool;Pteropus alecto;;ARRED017_16_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Pteropus alecto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
179;SRR33957316;WGS;294;261498341;PRJNA1276114;SAMN49034514;153192143;UNIVERSITY OF WISCONSIN SCHOOL OF VETERINARY MEDICINE;public;sra,run.zq,fastq;ncbi,gs,s3;s3.us-east-1,gs.us-east1,ncbi.public;SRX29156397;Illumina MiSeq;2252R;PAIRED;RANDOM PCR;METAGENOMIC;bat metagenome;ILLUMINA;12.06.2025 3:00;12.06.2025 19:21;1;2252R;SRP591688;2021-07-14;USA;North America;USA: Las Cruces\, NM;Metagenome or environmental;rectal swab;Myotis ciliolabrum;32.40895 N 107.1137 W;2252;;;;urban;under bridge;bat;;;;;;;;;;;;;;;;;;;;viral fraction metagenome (virome);centrifugation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DNase;;;;;;;;;;;;
180;SRR33957317;WGS;295;248187477;PRJNA1276114;SAMN49034513;145495788;UNIVERSITY OF WISCONSIN SCHOOL OF VETERINARY MEDICINE;public;run.zq,sra,fastq;s3,gs,ncbi;s3.us-east-1,gs.us-east1,ncbi.public;SRX29156396;Illumina MiSeq;2266R;PAIRED;RANDOM PCR;METAGENOMIC;bat metagenome;ILLUMINA;12.06.2025 3:00;12.06.2025 19:21;1;2266R;SRP591688;2021-07-21;USA;North America;USA: Las Cruces\, NM;Metagenome or environmental;rectal swab;Eptesicus fuscus;32.281242 N 106.756178 W;2266;;;;urban;university campus pond;bat;;;;;;;;;;;;;;;;;;;;viral fraction metagenome (virome);centrifugation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DNase;;;;;;;;;;;;
181;SRR33957318;WGS;295;145948029;PRJNA1276114;SAMN49034512;87659555;UNIVERSITY OF WISCONSIN SCHOOL OF VETERINARY MEDICINE;public;fastq,sra,run.zq;ncbi,gs,s3;s3.us-east-1,gs.us-east1,ncbi.public;SRX29156395;Illumina MiSeq;2259R;PAIRED;RANDOM PCR;METAGENOMIC;bat metagenome;ILLUMINA;12.06.2025 3:00;12.06.2025 19:21;1;2259R;SRP591688;2021-07-14;USA;North America;USA: Las Cruces\, NM;Metagenome or environmental;rectal swab;Myotis ciliolabrum;32.40895 N 107.1137 W;2259;;;;urban;under bridge;bat;;;;;;;;;;;;;;;;;;;;viral fraction metagenome (virome);centrifugation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DNase;;;;;;;;;;;;
182;SRR31860986;OTHER;296;17339366178;PRJNA1204523;SAMN46042755;5862393248;UNIVERSITY OF TURKU;public;run.zq,fastq,sra;gs,ncbi,s3;s3.us-east-1,gs.us-east1,ncbi.public;SRX27221071;Illumina NovaSeq X Plus;24_1_shotgun;PAIRED;other;METAGENOMIC;bat gut metagenome;ILLUMINA;31.05.2025 3:00;31.12.2024 12:55;1;24_1_shotgun;SRP554636;2020-08-24;Latvia;Europe;Latvia;Metagenome or environmental;;Nathusius bat;56.1625 N 21.0656 E;;;;;missing;missing;bat feces 10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
183;SRR31860987;OTHER;295;14050259474;PRJNA1204523;SAMN46042754;4685053055;UNIVERSITY OF TURKU;public;fastq,sra,run.zq;s3,ncbi,gs;s3.us-east-1,ncbi.public,gs.us-east1;SRX27221070;Illumina NovaSeq X Plus;18_33_shotgun;PAIRED;other;METAGENOMIC;bat gut metagenome;ILLUMINA;31.05.2025 3:00;31.12.2024 13:00;1;18_33_shotgun;SRP554636;2020-08-18;Latvia;Europe;Latvia;Metagenome or environmental;;Nathusius bat;56.1625 N 21.0656 E;;;;;missing;missing;bat feces 9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
184;SRR31860988;OTHER;292;13037790599;PRJNA1204523;SAMN46042753;4412664847;UNIVERSITY OF TURKU;public;fastq,run.zq,sra;s3,ncbi,gs;gs.us-east1,s3.us-east-1,ncbi.public;SRX27221069;Illumina NovaSeq X Plus;18_30_shotgun;PAIRED;other;METAGENOMIC;bat gut metagenome;ILLUMINA;31.05.2025 3:00;31.12.2024 12:53;1;18_30_shotgun;SRP554636;2020-08-18;Latvia;Europe;Latvia;Metagenome or environmental;;Nathusius bat;56.1625 N 21.0656 E;;;;;missing;missing;bat feces 8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
185;SRR31860991;OTHER;293;19963329234;PRJNA1204523;SAMN46042752;6617346875;UNIVERSITY OF TURKU;public;sra,run.zq,fastq;ncbi,gs,s3;gs.us-east1,s3.us-east-1,ncbi.public;SRX27221066;Illumina NovaSeq X Plus;17_19_shotgun;PAIRED;other;METAGENOMIC;bat gut metagenome;ILLUMINA;31.05.2025 3:00;31.12.2024 12:57;1;17_19_shotgun;SRP554636;2020-08-17;Latvia;Europe;Latvia;Metagenome or environmental;;Nathusius bat;56.1625 N 21.0656 E;;;;;missing;missing;bat feces 7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
186;SRR31861002;OTHER;294;17000742144;PRJNA1204523;SAMN46042751;5626930213;UNIVERSITY OF TURKU;public;fastq,sra,run.zq;gs,s3,ncbi;ncbi.public,gs.us-east1,s3.us-east-1;SRX27221055;Illumina NovaSeq X Plus;13_1_shotgun;PAIRED;other;METAGENOMIC;bat gut metagenome;ILLUMINA;31.05.2025 3:00;31.12.2024 12:54;1;13_1_shotgun;SRP554636;2020-08-13;Latvia;Europe;Latvia;Metagenome or environmental;;Nathusius bat;56.1625 N 21.0656 E;;;;;missing;missing;bat feces 6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187;SRR31861013;OTHER;293;16923961527;PRJNA1204523;SAMN46042750;5754149240;UNIVERSITY OF TURKU;public;fastq,sra,run.zq;s3,ncbi,gs;s3.us-east-1,ncbi.public,gs.us-east1;SRX27221044;Illumina NovaSeq X Plus;10_7_shotgun;PAIRED;other;METAGENOMIC;bat gut metagenome;ILLUMINA;31.05.2025 3:00;31.12.2024 13:00;1;10_7_shotgun;SRP554636;2020-08-10;Latvia;Europe;Latvia;Metagenome or environmental;;Nathusius bat;56.1625 N 21.0656 E;;;;;missing;missing;bat feces 5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
188;SRR31861024;OTHER;294;13973665537;PRJNA1204523;SAMN46042749;4673679675;UNIVERSITY OF TURKU;public;sra,run.zq,fastq;gs,ncbi,s3;s3.us-east-1,ncbi.public,gs.us-east1;SRX27221033;Illumina NovaSeq X Plus;4550_shotgun;PAIRED;other;METAGENOMIC;bat gut metagenome;ILLUMINA;31.05.2025 3:00;31.12.2024 12:54;1;4550_shotgun;SRP554636;2020-07-21;Finland;Europe;Finland;Metagenome or environmental;;Nathusius bat;60.18402 N 24.88701 E;;;;;missing;missing;bat feces 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189;SRR31861034;OTHER;295;12369065744;PRJNA1204523;SAMN46042748;4221423006;UNIVERSITY OF TURKU;public;fastq,sra,run.zq;gs,ncbi,s3;s3.us-east-1,gs.us-east1,ncbi.public;SRX27221022;Illumina NovaSeq X Plus;3551_shotgun;PAIRED;other;METAGENOMIC;bat gut metagenome;ILLUMINA;31.05.2025 3:00;31.12.2024 12:54;1;3551_shotgun;SRP554636;2020-07-21;Finland;Europe;Finland;Metagenome or environmental;;Nathusius bat;60.18402 N 24.88701 E;;;;;missing;missing;bat feces 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
190;SRR31861038;OTHER;292;14368192194;PRJNA1204523;SAMN46042763;4692157406;UNIVERSITY OF TURKU;public;fastq,sra,run.zq;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;SRX27221019;Illumina NovaSeq X Plus;BA05554F_shotgun;PAIRED;other;METAGENOMIC;bat gut metagenome;ILLUMINA;31.05.2025 3:00;31.12.2024 12:55;1;BA05554F_shotgun;SRP554636;2021-07-14;Finland;Europe;Finland;Metagenome or environmental;;Nathusius bat;60.18402 N 24.88701 E;;;;;missing;missing;bat feces 18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
191;SRR31861039;OTHER;294;15767355470;PRJNA1204523;SAMN46042762;5375240457;UNIVERSITY OF TURKU;public;fastq,run.zq,sra;ncbi,s3,gs;ncbi.public,s3.us-east-1,gs.us-east1;SRX27221018;Illumina NovaSeq X Plus;BA05381_shotgun;PAIRED;other;METAGENOMIC;bat gut metagenome;ILLUMINA;31.05.2025 3:00;31.12.2024 12:54;1;BA05381_shotgun;SRP554636;2020-09-07;Finland;Europe;Finland;Metagenome or environmental;;Nathusius bat;63.4216 N 21.0674 E;;;;;missing;missing;bat feces 17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
192;SRR31861040;OTHER;295;13600991954;PRJNA1204523;SAMN46042760;4552559949;UNIVERSITY OF TURKU;public;run.zq,sra,fastq;ncbi,gs,s3;s3.us-east-1,gs.us-east1,ncbi.public;SRX27221016;Illumina NovaSeq X Plus;5574F_shotgun;PAIRED;other;METAGENOMIC;bat gut metagenome;ILLUMINA;31.05.2025 3:00;31.12.2024 12:54;1;5574F_shotgun;SRP554636;2021-07-21;Finland;Europe;Finland;Metagenome or environmental;;Nathusius bat;60.505 N 27.7287 E;;;;;missing;missing;bat feces 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;SRR31861041;OTHER;294;16068113184;PRJNA1204523;SAMN46042759;5426834935;UNIVERSITY OF TURKU;public;sra,fastq,run.zq;gs,ncbi,s3;ncbi.public,s3.us-east-1,gs.us-east1;SRX27221015;Illumina NovaSeq X Plus;5573F_shotgun;PAIRED;other;METAGENOMIC;bat gut metagenome;ILLUMINA;31.05.2025 3:00;31.12.2024 12:55;1;5573F_shotgun;SRP554636;2021-07-21;Finland;Europe;Finland;Metagenome or environmental;;Nathusius bat;60.505 N 27.7287 E;;;;;missing;missing;bat feces 14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
