,ID,Version,GenBank title,Release date,Organism name,Virus Lineage,Species,Family,Length,Submitters,Strain,Isolate_x,Geo location,Country,Collection date,Tissue/Specimen/Source,Host,Environmental,CDS count,Artificial,UNVERIFIED,1A,1A-strand,1B,1B-strand,2,2-strand,class
2496,OQ271179,OQ271179.1,"Mamastrovirus sp. isolate MAG-700 RNA-dependent RNA polymerase gene, partial cds",01-OCT-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,333.0,"Chidoti,V., Abdi,M., De Nys,H., Getrude,M., Laure,G., Ngoni,C., Gift,M., Valerie,P., Davies,P., Ellen,M., Dorothee,M., Elizabeth,G., Mathieu,B. and Florian,L.",,MAG-700,Zimbabwe,,2020,feces,Hipposideros sp. (bat),No,1.0,No,No,NA-NA,,0-333,1.0,NA-NA,,Mammalia
2497,OQ271178,OQ271178.1,"Mamastrovirus sp. isolate MAG-666 RNA-dependent RNA polymerase gene, partial cds",01-OCT-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,333.0,"Chidoti,V., Abdi,M., De Nys,H., Getrude,M., Laure,G., Ngoni,C., Gift,M., Valerie,P., Davies,P., Ellen,M., Dorothee,M., Elizabeth,G., Mathieu,B. and Florian,L.",,MAG-666,Zimbabwe,,2020,feces,Hipposideros sp. (bat),No,1.0,No,No,NA-NA,,0-333,1.0,NA-NA,,Mammalia
2498,OQ271177,OQ271177.1,"Mamastrovirus sp. isolate MAG-663 RNA-dependent RNA polymerase gene, partial cds",01-OCT-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,333.0,"Chidoti,V., Abdi,M., De Nys,H., Getrude,M., Laure,G., Ngoni,C., Gift,M., Valerie,P., Davies,P., Ellen,M., Dorothee,M., Elizabeth,G., Mathieu,B. and Florian,L.",,MAG-663,Zimbabwe,,2020,feces,bat,No,1.0,No,No,NA-NA,,0-333,1.0,NA-NA,,Mammalia
2499,OQ271176,OQ271176.1,"Mamastrovirus sp. isolate MAG-661 RNA-dependent RNA polymerase gene, partial cds",01-OCT-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,333.0,"Chidoti,V., Abdi,M., De Nys,H., Getrude,M., Laure,G., Ngoni,C., Gift,M., Valerie,P., Davies,P., Ellen,M., Dorothee,M., Elizabeth,G., Mathieu,B. and Florian,L.",,MAG-661,Zimbabwe,,2020,feces,bat,No,1.0,No,No,NA-NA,,0-333,1.0,NA-NA,,Mammalia
2500,OQ271175,OQ271175.1,"Mamastrovirus sp. isolate MAG-660 RNA-dependent RNA polymerase gene, partial cds",01-OCT-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,333.0,"Chidoti,V., Abdi,M., De Nys,H., Getrude,M., Laure,G., Ngoni,C., Gift,M., Valerie,P., Davies,P., Ellen,M., Dorothee,M., Elizabeth,G., Mathieu,B. and Florian,L.",,MAG-660,Zimbabwe,,2020,feces,bat,No,1.0,No,No,NA-NA,,0-333,1.0,NA-NA,,Mammalia
2501,OQ271174,OQ271174.1,"Mamastrovirus sp. isolate MAG-653 RNA-dependent RNA polymerase gene, partial cds",01-OCT-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,333.0,"Chidoti,V., Abdi,M., De Nys,H., Getrude,M., Laure,G., Ngoni,C., Gift,M., Valerie,P., Davies,P., Ellen,M., Dorothee,M., Elizabeth,G., Mathieu,B. and Florian,L.",,MAG-653,Zimbabwe,,2020,feces,Hipposideros sp. (bat),No,1.0,No,No,NA-NA,,0-333,1.0,NA-NA,,Mammalia
2502,OQ271173,OQ271173.1,"Mamastrovirus sp. isolate MAG-637 RNA-dependent RNA polymerase gene, partial cds",01-OCT-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,333.0,"Chidoti,V., Abdi,M., De Nys,H., Getrude,M., Laure,G., Ngoni,C., Gift,M., Valerie,P., Davies,P., Ellen,M., Dorothee,M., Elizabeth,G., Mathieu,B. and Florian,L.",,MAG-637,Zimbabwe,,2020,feces,Hipposideros sp. (bat),No,1.0,No,No,NA-NA,,0-333,1.0,NA-NA,,Mammalia
2503,OQ271172,OQ271172.1,"Mamastrovirus sp. isolate MAG-629 RNA-dependent RNA polymerase gene, partial cds",01-OCT-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,333.0,"Chidoti,V., Abdi,M., De Nys,H., Getrude,M., Laure,G., Ngoni,C., Gift,M., Valerie,P., Davies,P., Ellen,M., Dorothee,M., Elizabeth,G., Mathieu,B. and Florian,L.",,MAG-629,Zimbabwe,,2020,feces,Hipposideros sp. (bat),No,1.0,No,No,NA-NA,,0-333,1.0,NA-NA,,Mammalia
2504,OQ271171,OQ271171.1,"Mamastrovirus sp. isolate MAG-622 RNA-dependent RNA polymerase gene, partial cds",01-OCT-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,333.0,"Chidoti,V., Abdi,M., De Nys,H., Getrude,M., Laure,G., Ngoni,C., Gift,M., Valerie,P., Davies,P., Ellen,M., Dorothee,M., Elizabeth,G., Mathieu,B. and Florian,L.",,MAG-622,Zimbabwe,,2020,feces,Hipposideros sp. (bat),No,1.0,No,No,NA-NA,,0-333,1.0,NA-NA,,Mammalia
2505,OQ271170,OQ271170.1,"Mamastrovirus sp. isolate MAG-617 RNA-dependent RNA polymerase gene, partial cds",01-OCT-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,333.0,"Chidoti,V., Abdi,M., De Nys,H., Getrude,M., Laure,G., Ngoni,C., Gift,M., Valerie,P., Davies,P., Ellen,M., Dorothee,M., Elizabeth,G., Mathieu,B. and Florian,L.",,MAG-617,Zimbabwe,,2020,feces,bat,No,1.0,No,No,NA-NA,,0-333,1.0,NA-NA,,Mammalia
2506,OQ271169,OQ271169.1,"Mamastrovirus sp. isolate MAG-610 RNA-dependent RNA polymerase gene, partial cds",01-OCT-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,333.0,"Chidoti,V., Abdi,M., De Nys,H., Getrude,M., Laure,G., Ngoni,C., Gift,M., Valerie,P., Davies,P., Ellen,M., Dorothee,M., Elizabeth,G., Mathieu,B. and Florian,L.",,MAG-610,Zimbabwe,,2020,feces,Hipposideros sp. (bat),No,1.0,No,No,NA-NA,,0-333,1.0,NA-NA,,Mammalia
2507,OQ271168,OQ271168.1,"Mamastrovirus sp. isolate MAG-608 RNA-dependent RNA polymerase gene, partial cds",01-OCT-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,333.0,"Chidoti,V., Abdi,M., De Nys,H., Getrude,M., Laure,G., Ngoni,C., Gift,M., Valerie,P., Davies,P., Ellen,M., Dorothee,M., Elizabeth,G., Mathieu,B. and Florian,L.",,MAG-608,Zimbabwe,,2020,feces,Hipposideros sp. (bat),No,1.0,No,No,NA-NA,,0-333,1.0,NA-NA,,Mammalia
2508,OQ271167,OQ271167.1,"Mamastrovirus sp. isolate MAG-595 RNA-dependent RNA polymerase gene, partial cds",01-OCT-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,333.0,"Chidoti,V., Abdi,M., De Nys,H., Getrude,M., Laure,G., Ngoni,C., Gift,M., Valerie,P., Davies,P., Ellen,M., Dorothee,M., Elizabeth,G., Mathieu,B. and Florian,L.",,MAG-595,Zimbabwe,,2020,feces,bat,No,1.0,No,No,NA-NA,,0-333,1.0,NA-NA,,Mammalia
2509,OQ271166,OQ271166.1,"Mamastrovirus sp. isolate MAG-591 RNA-dependent RNA polymerase gene, partial cds",01-OCT-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,333.0,"Chidoti,V., Abdi,M., De Nys,H., Getrude,M., Laure,G., Ngoni,C., Gift,M., Valerie,P., Davies,P., Ellen,M., Dorothee,M., Elizabeth,G., Mathieu,B. and Florian,L.",,MAG-591,Zimbabwe,,2020,feces,Rhinolophus sp. (bat),No,1.0,No,No,NA-NA,,0-333,1.0,NA-NA,,Mammalia
2510,OQ271165,OQ271165.1,"Mamastrovirus sp. isolate MAG-580 RNA-dependent RNA polymerase gene, partial cds",01-OCT-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,333.0,"Chidoti,V., Abdi,M., De Nys,H., Getrude,M., Laure,G., Ngoni,C., Gift,M., Valerie,P., Davies,P., Ellen,M., Dorothee,M., Elizabeth,G., Mathieu,B. and Florian,L.",,MAG-580,Zimbabwe,,2020,feces,Miniopterus sp. (bat),No,1.0,No,No,NA-NA,,0-333,1.0,NA-NA,,Mammalia
2511,OQ271164,OQ271164.1,"Mamastrovirus sp. isolate MAG-578 RNA-dependent RNA polymerase gene, partial cds",01-OCT-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,333.0,"Chidoti,V., Abdi,M., De Nys,H., Getrude,M., Laure,G., Ngoni,C., Gift,M., Valerie,P., Davies,P., Ellen,M., Dorothee,M., Elizabeth,G., Mathieu,B. and Florian,L.",,MAG-578,Zimbabwe,,2020,feces,Rhinolophus sp. (bat),No,1.0,No,No,NA-NA,,0-333,1.0,NA-NA,,Mammalia
2512,OQ271163,OQ271163.1,"Mamastrovirus sp. isolate MAG-573b RNA-dependent RNA polymerase gene, partial cds",01-OCT-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,333.0,"Chidoti,V., Abdi,M., De Nys,H., Getrude,M., Laure,G., Ngoni,C., Gift,M., Valerie,P., Davies,P., Ellen,M., Dorothee,M., Elizabeth,G., Mathieu,B. and Florian,L.",,MAG-573b,Zimbabwe,,2020,feces,Rhinolophus sp. (bat),No,1.0,No,No,NA-NA,,0-333,1.0,NA-NA,,Mammalia
2513,OQ271162,OQ271162.1,"Mamastrovirus sp. isolate MAG-573a RNA-dependent RNA polymerase gene, partial cds",01-OCT-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,333.0,"Chidoti,V., Abdi,M., De Nys,H., Getrude,M., Laure,G., Ngoni,C., Gift,M., Valerie,P., Davies,P., Ellen,M., Dorothee,M., Elizabeth,G., Mathieu,B. and Florian,L.",,MAG-573a,Zimbabwe,,2020,feces,Rhinolophus sp. (bat),No,1.0,No,No,NA-NA,,0-333,1.0,NA-NA,,Mammalia
2514,OQ271161,OQ271161.1,"Mamastrovirus sp. isolate MAG-570 RNA-dependent RNA polymerase gene, partial cds",01-OCT-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,333.0,"Chidoti,V., Abdi,M., De Nys,H., Getrude,M., Laure,G., Ngoni,C., Gift,M., Valerie,P., Davies,P., Ellen,M., Dorothee,M., Elizabeth,G., Mathieu,B. and Florian,L.",,MAG-570,Zimbabwe,,2020,feces,Rhinolophus sp. (bat),No,1.0,No,No,NA-NA,,0-333,1.0,NA-NA,,Mammalia
2515,OQ271160,OQ271160.1,"Mamastrovirus sp. isolate MAG-568 RNA-dependent RNA polymerase gene, partial cds",01-OCT-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,333.0,"Chidoti,V., Abdi,M., De Nys,H., Getrude,M., Laure,G., Ngoni,C., Gift,M., Valerie,P., Davies,P., Ellen,M., Dorothee,M., Elizabeth,G., Mathieu,B. and Florian,L.",,MAG-568,Zimbabwe,,2020,feces,Rhinolophus sp. (bat),No,1.0,No,No,NA-NA,,0-333,1.0,NA-NA,,Mammalia
2516,OQ271159,OQ271159.1,"Mamastrovirus sp. isolate MAG-563 RNA-dependent RNA polymerase gene, partial cds",01-OCT-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,333.0,"Chidoti,V., Abdi,M., De Nys,H., Getrude,M., Laure,G., Ngoni,C., Gift,M., Valerie,P., Davies,P., Ellen,M., Dorothee,M., Elizabeth,G., Mathieu,B. and Florian,L.",,MAG-563,Zimbabwe,,2020,feces,Hipposideros sp. (bat),No,1.0,No,No,NA-NA,,0-333,1.0,NA-NA,,Mammalia
2517,OQ271158,OQ271158.1,"Mamastrovirus sp. isolate MAG-556b RNA-dependent RNA polymerase gene, partial cds",01-OCT-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,333.0,"Chidoti,V., Abdi,M., De Nys,H., Getrude,M., Laure,G., Ngoni,C., Gift,M., Valerie,P., Davies,P., Ellen,M., Dorothee,M., Elizabeth,G., Mathieu,B. and Florian,L.",,MAG-556b,Zimbabwe,,2020,feces,Rhinolophus sp. (bat),No,1.0,No,No,NA-NA,,0-333,1.0,NA-NA,,Mammalia
2518,OQ271157,OQ271157.1,"Mamastrovirus sp. isolate MAG-556a RNA-dependent RNA polymerase gene, partial cds",01-OCT-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,333.0,"Chidoti,V., Abdi,M., De Nys,H., Getrude,M., Laure,G., Ngoni,C., Gift,M., Valerie,P., Davies,P., Ellen,M., Dorothee,M., Elizabeth,G., Mathieu,B. and Florian,L.",,MAG-556a,Zimbabwe,,2020,feces,Rhinolophus sp. (bat),No,1.0,No,No,NA-NA,,0-333,1.0,NA-NA,,Mammalia
2519,OQ271156,OQ271156.1,"Mamastrovirus sp. isolate MAG-549 RNA-dependent RNA polymerase gene, partial cds",01-OCT-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,333.0,"Chidoti,V., Abdi,M., De Nys,H., Getrude,M., Laure,G., Ngoni,C., Gift,M., Valerie,P., Davies,P., Ellen,M., Dorothee,M., Elizabeth,G., Mathieu,B. and Florian,L.",,MAG-549,Zimbabwe,,2020,feces,Rhinolophus sp. (bat),No,1.0,No,No,NA-NA,,0-333,1.0,NA-NA,,Mammalia
2520,OQ271155,OQ271155.1,"Mamastrovirus sp. isolate MAG-425 RNA-dependent RNA polymerase gene, partial cds",01-OCT-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,333.0,"Chidoti,V., Abdi,M., De Nys,H., Getrude,M., Laure,G., Ngoni,C., Gift,M., Valerie,P., Davies,P., Ellen,M., Dorothee,M., Elizabeth,G., Mathieu,B. and Florian,L.",,MAG-425,Zimbabwe,,2020,feces,bat,No,1.0,No,No,NA-NA,,0-333,1.0,NA-NA,,Mammalia
2521,OQ271154,OQ271154.1,"Mamastrovirus sp. isolate MAG-292 RNA-dependent RNA polymerase gene, partial cds",01-OCT-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,333.0,"Chidoti,V., Abdi,M., De Nys,H., Getrude,M., Laure,G., Ngoni,C., Gift,M., Valerie,P., Davies,P., Ellen,M., Dorothee,M., Elizabeth,G., Mathieu,B. and Florian,L.",,MAG-292,Zimbabwe,,2020,feces,Hipposideros sp. (bat),No,1.0,No,No,NA-NA,,0-333,1.0,NA-NA,,Mammalia
2522,OQ271153,OQ271153.1,"Mamastrovirus sp. isolate MAG-281 RNA-dependent RNA polymerase gene, partial cds",01-OCT-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,333.0,"Chidoti,V., Abdi,M., De Nys,H., Getrude,M., Laure,G., Ngoni,C., Gift,M., Valerie,P., Davies,P., Ellen,M., Dorothee,M., Elizabeth,G., Mathieu,B. and Florian,L.",,MAG-281,Zimbabwe,,2020,feces,Hipposideros sp. (bat),No,1.0,No,No,NA-NA,,0-333,1.0,NA-NA,,Mammalia
2523,OQ271152,OQ271152.1,"Mamastrovirus sp. isolate MAG-251 RNA-dependent RNA polymerase gene, partial cds",01-OCT-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,333.0,"Chidoti,V., Abdi,M., De Nys,H., Getrude,M., Laure,G., Ngoni,C., Gift,M., Valerie,P., Davies,P., Ellen,M., Dorothee,M., Elizabeth,G., Mathieu,B. and Florian,L.",,MAG-251,Zimbabwe,,2020,feces,Hipposideros sp. (bat),No,1.0,No,No,NA-NA,,0-333,1.0,NA-NA,,Mammalia
2524,OQ271151,OQ271151.1,"Mamastrovirus sp. isolate MAG-247 RNA-dependent RNA polymerase gene, partial cds",01-OCT-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,333.0,"Chidoti,V., Abdi,M., De Nys,H., Getrude,M., Laure,G., Ngoni,C., Gift,M., Valerie,P., Davies,P., Ellen,M., Dorothee,M., Elizabeth,G., Mathieu,B. and Florian,L.",,MAG-247,Zimbabwe,,2020,feces,Hipposideros sp. (bat),No,1.0,No,No,NA-NA,,0-333,1.0,NA-NA,,Mammalia
2525,OQ271150,OQ271150.1,"Mamastrovirus sp. isolate MAG-242 RNA-dependent RNA polymerase gene, partial cds",01-OCT-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,333.0,"Chidoti,V., Abdi,M., De Nys,H., Getrude,M., Laure,G., Ngoni,C., Gift,M., Valerie,P., Davies,P., Ellen,M., Dorothee,M., Elizabeth,G., Mathieu,B. and Florian,L.",,MAG-242,Zimbabwe,,2020,feces,Rhinolophus sp. (bat),No,1.0,No,No,NA-NA,,0-333,1.0,NA-NA,,Mammalia
2526,OQ271149,OQ271149.1,"Mamastrovirus sp. isolate MAG-241 RNA-dependent RNA polymerase gene, partial cds",01-OCT-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,333.0,"Chidoti,V., Abdi,M., De Nys,H., Getrude,M., Laure,G., Ngoni,C., Gift,M., Valerie,P., Davies,P., Ellen,M., Dorothee,M., Elizabeth,G., Mathieu,B. and Florian,L.",,MAG-241,Zimbabwe,,2020,feces,Rhinolophus sp. (bat),No,1.0,No,No,NA-NA,,0-333,1.0,NA-NA,,Mammalia
2527,OQ271148,OQ271148.1,"Mamastrovirus sp. isolate MAG-197 RNA-dependent RNA polymerase gene, partial cds",01-OCT-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,333.0,"Chidoti,V., Abdi,M., De Nys,H., Getrude,M., Laure,G., Ngoni,C., Gift,M., Valerie,P., Davies,P., Ellen,M., Dorothee,M., Elizabeth,G., Mathieu,B. and Florian,L.",,MAG-197,Zimbabwe,,2020,feces,Miniopterus sp. (bat),No,1.0,No,No,NA-NA,,0-333,1.0,NA-NA,,Mammalia
2528,OQ271147,OQ271147.1,"Mamastrovirus sp. isolate MAG-146 RNA-dependent RNA polymerase gene, partial cds",01-OCT-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,333.0,"Chidoti,V., Abdi,M., De Nys,H., Getrude,M., Laure,G., Ngoni,C., Gift,M., Valerie,P., Davies,P., Ellen,M., Dorothee,M., Elizabeth,G., Mathieu,B. and Florian,L.",,MAG-146,Zimbabwe,,2020,feces,Rhinolophus sp. (bat),No,1.0,No,No,NA-NA,,0-333,1.0,NA-NA,,Mammalia
2529,OQ271146,OQ271146.1,"Mamastrovirus sp. isolate MAG-1317 RNA-dependent RNA polymerase gene, partial cds",01-OCT-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,333.0,"Chidoti,V., Abdi,M., De Nys,H., Getrude,M., Laure,G., Ngoni,C., Gift,M., Valerie,P., Davies,P., Ellen,M., Dorothee,M., Elizabeth,G., Mathieu,B. and Florian,L.",,MAG-1317,Zimbabwe,,2020,feces,Hipposideros sp. (bat),No,1.0,No,No,NA-NA,,0-333,1.0,NA-NA,,Mammalia
2530,OQ271145,OQ271145.1,"Mamastrovirus sp. isolate MAG-1292 RNA-dependent RNA polymerase gene, partial cds",01-OCT-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,333.0,"Chidoti,V., Abdi,M., De Nys,H., Getrude,M., Laure,G., Ngoni,C., Gift,M., Valerie,P., Davies,P., Ellen,M., Dorothee,M., Elizabeth,G., Mathieu,B. and Florian,L.",,MAG-1292,Zimbabwe,,2020,feces,Hipposideros sp. (bat),No,1.0,No,No,NA-NA,,0-333,1.0,NA-NA,,Mammalia
2531,OQ271144,OQ271144.1,"Mamastrovirus sp. isolate MAG-1287 RNA-dependent RNA polymerase gene, partial cds",01-OCT-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,333.0,"Chidoti,V., Abdi,M., De Nys,H., Getrude,M., Laure,G., Ngoni,C., Gift,M., Valerie,P., Davies,P., Ellen,M., Dorothee,M., Elizabeth,G., Mathieu,B. and Florian,L.",,MAG-1287,Zimbabwe,,2020,feces,Hipposideros sp. (bat),No,1.0,No,No,NA-NA,,0-333,1.0,NA-NA,,Mammalia
2532,OQ271143,OQ271143.1,"Mamastrovirus sp. isolate MAG-1286 RNA-dependent RNA polymerase gene, partial cds",01-OCT-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,333.0,"Chidoti,V., Abdi,M., De Nys,H., Getrude,M., Laure,G., Ngoni,C., Gift,M., Valerie,P., Davies,P., Ellen,M., Dorothee,M., Elizabeth,G., Mathieu,B. and Florian,L.",,MAG-1286,Zimbabwe,,2020,feces,Hipposideros sp. (bat),No,1.0,No,No,NA-NA,,0-333,1.0,NA-NA,,Mammalia
2533,OQ271142,OQ271142.1,"Mamastrovirus sp. isolate MAG-1277 RNA-dependent RNA polymerase gene, partial cds",01-OCT-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,333.0,"Chidoti,V., Abdi,M., De Nys,H., Getrude,M., Laure,G., Ngoni,C., Gift,M., Valerie,P., Davies,P., Ellen,M., Dorothee,M., Elizabeth,G., Mathieu,B. and Florian,L.",,MAG-1277,Zimbabwe,,2020,feces,Hipposideros sp. (bat),No,1.0,No,No,NA-NA,,0-333,1.0,NA-NA,,Mammalia
2534,OQ271141,OQ271141.1,"Mamastrovirus sp. isolate MAG-1271 RNA-dependent RNA polymerase gene, partial cds",01-OCT-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,333.0,"Chidoti,V., Abdi,M., De Nys,H., Getrude,M., Laure,G., Ngoni,C., Gift,M., Valerie,P., Davies,P., Ellen,M., Dorothee,M., Elizabeth,G., Mathieu,B. and Florian,L.",,MAG-1271,Zimbabwe,,2020,feces,Hipposideros sp. (bat),No,1.0,No,No,NA-NA,,0-333,1.0,NA-NA,,Mammalia
2535,OQ271140,OQ271140.1,"Mamastrovirus sp. isolate MAG-1267 RNA-dependent RNA polymerase gene, partial cds",01-OCT-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,333.0,"Chidoti,V., Abdi,M., De Nys,H., Getrude,M., Laure,G., Ngoni,C., Gift,M., Valerie,P., Davies,P., Ellen,M., Dorothee,M., Elizabeth,G., Mathieu,B. and Florian,L.",,MAG-1267,Zimbabwe,,2020,feces,Hipposideros sp. (bat),No,1.0,No,No,NA-NA,,0-333,1.0,NA-NA,,Mammalia
2536,OQ271139,OQ271139.1,"Mamastrovirus sp. isolate MAG-1236 RNA-dependent RNA polymerase gene, partial cds",01-OCT-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,333.0,"Chidoti,V., Abdi,M., De Nys,H., Getrude,M., Laure,G., Ngoni,C., Gift,M., Valerie,P., Davies,P., Ellen,M., Dorothee,M., Elizabeth,G., Mathieu,B. and Florian,L.",,MAG-1236,Zimbabwe,,2020,feces,Hipposideros sp. (bat),No,1.0,No,No,NA-NA,,0-333,1.0,NA-NA,,Mammalia
2537,OQ271138,OQ271138.1,"Mamastrovirus sp. isolate MAG-1215 RNA-dependent RNA polymerase gene, partial cds",01-OCT-2023,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,333.0,"Chidoti,V., Abdi,M., De Nys,H., Getrude,M., Laure,G., Ngoni,C., Gift,M., Valerie,P., Davies,P., Ellen,M., Dorothee,M., Elizabeth,G., Mathieu,B. and Florian,L.",,MAG-1215,Zimbabwe,,2020,feces,Hipposideros sp. (bat),No,1.0,No,No,NA-NA,,0-333,1.0,NA-NA,,Mammalia
