ID,Version,GenBank title,Release date,Organism name,Virus Lineage,Species,Family,Length,Submitters,Strain,Isolate_x,Geo location,Country,Collection date,Tissue/Specimen/Source,Host,Environmental,CDS count,Artificial,UNVERIFIED,1A,1A-strand,1B,1B-strand,2,2-strand,class,1A_length,1B_length,2_length
PV076094,PV076094.1,"Bovine astrovirus isolate BoAstV/Cow/ETH/2023/J04, complete genome",10-JUN-2025,Bovine astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6199.0,"Bergholm,J., Tessema,T.S., Blomstrom,A.-L. and Berg,M.",,BoAstV/Cow/ETH/2023/J04,Ethiopia,,2023,feces,Bos taurus,No,2.0,No,No,35-2486,1.0,NA-NA,,3812-6131,1.0,Mammalia,2451.0,,2319.0
PV708886,PV708886.1,"MAG: Chenqi Marmot Astrovirus isolate Chenqi 074 nonstructural protein 1a gene, partial cds; and RNA-dependent RNA polymerase and capsid protein genes, complete cds",09-JUN-2025,Chenqi Marmot Astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6569.0,"Peng,M.",,Chenqi 074,China,,2023,,Marmota sibirica,Yes,3.0,No,No,2-2597,1.0,2614-4093,1.0,4085-6503,1.0,Mammalia,2595.0,1479.0,2418.0
PV656460,PV656460.1,"Astrovirus MLB1 isolate TNG04553, complete genome",04-JUN-2025,Astrovirus MLB1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus melbournense,Mamastrovirus melbournense,Astroviridae,6171.0,"Shayo,M.J., Aarestrup,F., Clauusen,P.T. and Sonda,T.",,TNG04553,Tanzania,,01-Dec-2023,stool,Homo sapiens,No,3.0,No,No,14-2378,1.0,2314-3850,1.0,3842-6113,1.0,Mammalia,2364.0,1536.0,2271.0
PV656459,PV656459.1,"Astrovirus MLB1 isolate TNG04545, complete genome",04-JUN-2025,Astrovirus MLB1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus melbournense,Mamastrovirus melbournense,Astroviridae,6171.0,"Shayo,M.J., Aarestrup,F., Clauusen,P.T. and Sonda,T.",,TNG04545,Tanzania,,08-Nov-2023,stool,Homo sapiens,No,3.0,No,No,14-2378,1.0,2314-3850,1.0,3842-6113,1.0,Mammalia,2364.0,1536.0,2271.0
PP211348,PP211348.1,MAG: Bastrovirus Rat/78 isolate Ra.norvegicus_bastro_9,15-MAY-2025,Bastrovirus Rat/78,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,5849.0,"Zhang,X.-A., Hu,Z.-Y., Zhang,Y.-F. and Liu,W.",,Ra.norvegicus_bastro_9,China,,2018,,Rattus norvegicus,Yes,2.0,No,No,NA-NA,,NA-NA,,3632-5636,1.0,Mammalia,,,2004.0
PP211347,PP211347.1,MAG: Bastrovirus Rat/78 isolate Ra.norvegicus_bastro_8,15-MAY-2025,Bastrovirus Rat/78,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,5895.0,"Zhang,X.-A., Hu,Z.-Y., Zhang,Y.-F. and Liu,W.",,Ra.norvegicus_bastro_8,China,,2018,,Rattus norvegicus,Yes,2.0,No,No,NA-NA,,NA-NA,,3679-5683,1.0,Mammalia,,,2004.0
PP211346,PP211346.1,MAG: Bastrovirus Rat/77 isolate Ra.norvegicus_bastro_6,15-MAY-2025,Bastrovirus Rat/77,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,5930.0,"Zhang,X.-A., Hu,Z.-Y., Zhang,Y.-F. and Liu,W.",,Ra.norvegicus_bastro_6,China,,2018,,Rattus norvegicus,Yes,2.0,No,No,NA-NA,,NA-NA,,3678-5712,1.0,Mammalia,,,2034.0
PP211344,PP211344.1,MAG: Bastrovirus BAS-3 isolate Ra.norvegicus_bastro_2,15-MAY-2025,Bastrovirus BAS-3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,5918.0,"Zhang,X.-A., Hu,Z.-Y., Zhang,Y.-F. and Liu,W.",,Ra.norvegicus_bastro_2,China,,2018,,Rattus norvegicus,Yes,2.0,No,No,NA-NA,,NA-NA,,3682-5704,1.0,Mammalia,,,2022.0
PP211343,PP211343.1,MAG: Bastrovirus BAS-3 isolate Ra.norvegicus_bastro_1,15-MAY-2025,Bastrovirus BAS-3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,5918.0,"Zhang,X.-A., Hu,Z.-Y., Zhang,Y.-F. and Liu,W.",,Ra.norvegicus_bastro_1,China,,2018,,Rattus norvegicus,Yes,2.0,No,No,NA-NA,,NA-NA,,3683-5705,1.0,Mammalia,,,2022.0
PP211271,PP211271.1,MAG: Rat astrovirus Rn/S510/Guangzhou isolate Ra.norvegicus_astro_2,15-MAY-2025,Rat astrovirus Rn/S510/Guangzhou,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,1931.0,"Zhang,X.-A., Hu,Z.-Y., Zhang,Y.-F. and Liu,W.",,Ra.norvegicus_astro_2,China,,2018,,Rattus norvegicus,Yes,0.0,No,No,NA-NA,,0-1931,1.0,NA-NA,,Mammalia,,1931.0,
PP211223,PP211223.1,MAG: Bastrovirus Rat/77 isolate Ra.norvegicus_bastro_7,15-MAY-2025,Bastrovirus Rat/77,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,4879.0,"Zhang,X.-A., Hu,Z.-Y., Zhang,Y.-F. and Liu,W.",,Ra.norvegicus_bastro_7,China,,2018,,Rattus norvegicus,Yes,1.0,No,No,NA-NA,,1-2935,1.0,NA-NA,,Mammalia,,2934.0,
PP211221,PP211221.1,MAG: Bastrovirus Rat/77 isolate Ra.norvegicus_bastro_3,15-MAY-2025,Bastrovirus Rat/77,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,2415.0,"Zhang,X.-A., Hu,Z.-Y., Zhang,Y.-F. and Liu,W.",,Ra.norvegicus_bastro_3,China,,2018,,Rattus norvegicus,Yes,1.0,No,No,NA-NA,,1-2065,1.0,NA-NA,,Mammalia,,2064.0,
PQ533462,PQ533462.1,"Mamastrovirus sp. isolate S5_k141_12518 ORF1a gene, partial cds; ORF1b gene, complete cds; and ORF2 gene, partial cds",14-MAY-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,4389.0,"Silvestre,T.",,S5_k141_12518,Peru: Ucayali,,,feces,Ateles chamek,No,3.0,No,No,0-987,1.0,1067-2474,1.0,2466-4389,1.0,Mammalia,987.0,1407.0,1923.0
PV602113,PV602113.1,"Porcine astrovirus 2 strain PAstV2/NMG/2025 capsid protein gene, complete cds",13-MAY-2025,Porcine astrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2379.0,"Mei,J., Du,C., Zhao,Q., Ren,G. and Bao,F.",PAstV2/NMG/2025,feces,China: Inner Monglia,,Feb-2025,,porcine,No,1.0,No,No,NA-NA,,NA-NA,,0-2379,1.0,Mammalia,,,2379.0
PV544235,PV544235.1,"Murine astrovirus 2 strain MuAstV2/UMN/2024, complete genome",29-APR-2025,Murine astrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6196.0,"Putri,D.S., Shepherd,F.K., Sanders,A.E., Roach,S.N., Jay,S., Pierson,M.J., Wieking,G., Anderson,J.L., Meyerholz,D.K., Schacker,T.W. and Langlois,R.A.",MuAstV2/UMN/2024,UMN_2024,USA: MN,,2024,,Mus musculus,No,3.0,No,No,17-2228,1.0,2176-3727,1.0,3716-6161,1.0,Mammalia,2211.0,1551.0,2445.0
PV351774,PV351774.1,"Astroviridae sp. isolate HN_K12f_6 hypothetical protein, Non-structural polyprotein 1AB, and Non-structural polyprotein 1A genes, complete cds",27-APR-2025,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6233.0,"Xu,J., Luo,X. and Huangfu,H.",,HN_K12f_6,China,,2024-06-20,spleen,Suncus murinus,No,3.0,No,No,3978-6204,-1.0,2479-3898,-1.0,NA-NA,,Mammalia,2226.0,1419.0,
PV351773,PV351773.1,"Astroviridae sp. isolate HN_K11f_6 Non-structural polyprotein 1A, Non-structural polyprotein 1AB, and hypothetical protein genes, complete cds",27-APR-2025,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6425.0,"Xu,J., Luo,X. and Huangfu,H.",,HN_K11f_6,China,,2024-06-20,spleen,Suncus murinus,No,3.0,No,No,62-2594,1.0,2881-4072,1.0,NA-NA,,Mammalia,2532.0,1191.0,
PV351772,PV351772.1,"Astroviridae sp. isolate HN_K7f_51 hypothetical protein, Non-structural polyprotein 1AB, and Non-structural polyprotein 1A genes, complete cds",27-APR-2025,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6753.0,"Xu,J., Luo,X. and Huangfu,H.",,HN_K7f_51,China,,2024-06-20,spleen,Suncus murinus,No,3.0,No,No,4044-6750,-1.0,2596-4030,-1.0,NA-NA,,Mammalia,2706.0,1434.0,
PV351771,PV351771.1,"Astroviridae sp. isolate HN_K2f_303 Non-structural polyprotein 1A, Non-structural polyprotein 1AB, and hypothetical protein genes, complete cds",27-APR-2025,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6952.0,"Xu,J., Luo,X. and Huangfu,H.",,HN_K2f_303,China,,2024-06-20,spleen,Suncus murinus,No,3.0,No,No,6-2775,1.0,3431-4223,1.0,NA-NA,,Mammalia,2769.0,792.0,
PV351770,PV351770.1,"Astroviridae sp. isolate HN_K2f_471 Non-structural polyprotein 1A, Non-structural polyprotein 1AB, and hypothetical protein genes, complete cds",27-APR-2025,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6233.0,"Xu,J., Luo,X. and Huangfu,H.",,HN_K2f_471,China,,2024-06-20,spleen,Suncus murinus,No,3.0,No,No,29-2255,1.0,2335-3754,1.0,NA-NA,,Mammalia,2226.0,1419.0,
PV539770,PV539770.1,"Porcine astrovirus 2 isolate PAstV2/NMG/2025, complete sequence",23-APR-2025,Porcine astrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6372.0,"Mei,J., Du,C., Zhao,Q., Ren,G. and Bao,F.",,PAstV2/NMG/2025,China: Inner Monglia,,18-Feb-2025,feces,porcine,No,2.0,No,No,33-2460,1.0,2459-3971,1.0,3915-6294,1.0,Mammalia,2427.0,1512.0,2379.0
PV455027,PV455027.1,"Mamastrovirus 3 strain LUVAS/2023, complete genome",16-APR-2025,Mamastrovirus 3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus suis,Mamastrovirus suis,Astroviridae,6683.0,"Panghal,R., Kumar,P., Minhas,S.K., Mehtani,R., Sheoran,D., Kalonia,S., Gupta,A.K., Kumar,P., Jindal,N. and Chhabra,R.",LUVAS/2023,,India,,2023,faeces,Pig,No,2.0,No,No,24-2655,1.0,NA-NA,,4092-6597,1.0,Mammalia,2631.0,,2505.0
PV400867,PV400867.1,"Mamastrovirus 13 strain cattle/HA5 nonstructural protein nsp1ab (ORF1ab), nonstructural protein nsp1a (ORF1ab), and capsid protein (ORF2) genes, complete cds",13-APR-2025,Mamastrovirus 13,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus ovis,Mamastrovirus ovis,Astroviridae,6233.0,"Mao,L. and Ran,H.",cattle/HA5,,China,,01-Mar-2025,,cattle,No,3.0,No,No,28-2527,1.0,2526-4026,1.0,4009-6229,1.0,Mammalia,2499.0,1500.0,2220.0
PV400866,PV400866.1,"Mamastrovirus 13 strain sheep/HA4 nonstructural protein nsp1ab (ORF1ab), nonstructural protein nsp1a (ORF1ab), and capsid protein (ORF2) genes, complete cds",13-APR-2025,Mamastrovirus 13,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus ovis,Mamastrovirus ovis,Astroviridae,6283.0,"Mao,L. and Ran,H.",sheep/HA4,,China,,01-Mar-2025,,sheep,No,3.0,No,No,18-2433,1.0,2432-3923,1.0,3915-6204,1.0,Mammalia,2415.0,1491.0,2289.0
PV400865,PV400865.1,"Mamastrovirus 13 strain sheep/HA3 nonstructural protein nsp1ab (ORF1ab), nonstructural protein nsp1a (ORF1ab), and capsid protein (ORF2) genes, complete cds",13-APR-2025,Mamastrovirus 13,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus ovis,Mamastrovirus ovis,Astroviridae,6327.0,"Mao,L. and Ran,H.",sheep/HA3,,China,,01-Mar-2025,,sheep,No,3.0,No,No,24-2439,1.0,2438-3929,1.0,3921-6204,1.0,Mammalia,2415.0,1491.0,2283.0
PV017218,PV017218.1,"Porcine astrovirus 1 isolate PAstV1/CHN/SW15/2024 capsid protein precursor, gene, complete cds",12-APR-2025,Porcine astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2298.0,"Luo,Y. and Wang,E.Y.",,PAstV1/CHN/SW15/2024,China: Sichuan,,23-Jun-2024,fecal sample,swine,No,1.0,No,No,NA-NA,,NA-NA,,0-2298,1.0,Mammalia,,,2298.0
FJ890355,FJ890355.1,"Mamastrovirus 7 strain Bd1 RNA-dependent RNA polymerase gene, partial cds; and capsid protein gene, complete cds",08-APR-2025,Mamastrovirus 7,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus tursiopis,Mamastrovirus tursiopis,Astroviridae,3990.0,"Rivera,R., Nollens,H.H., Venn-Watson,S., Gulland,F.M.D. and Wellehan,J.F.X. Jr.",Bd1,,USA,,2007,feces,Tursiops truncatus (Bottlenose dolphin),No,2.0,No,No,NA-NA,,1-1420,1.0,1412-3893,1.0,Mammalia,,1419.0,2481.0
FJ890352,FJ890352.1,"Mamastrovirus 4 strain CSL2 RNA-dependent RNA polymerase gene, partial cds; and capsid protein gene, complete cds",08-APR-2025,Mamastrovirus 4,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus zalophi,Mamastrovirus zalophi,Astroviridae,3510.0,"Rivera,R., Nollens,H.H., Venn-Watson,S., Gulland,F.M.D. and Wellehan,J.F.X. Jr.",CSL2,,USA,,2008,feces,Zalophus californianus (California sea lion),No,2.0,No,No,NA-NA,,0-987,1.0,841-3421,1.0,Mammalia,,987.0,2580.0
FJ890351,FJ890351.1,"Mamastrovirus 11 RNA-dependent RNA polymerase gene, partial cds; and capsid protein gene, complete cds",08-APR-2025,Mamastrovirus 11,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus californiani,Mamastrovirus californiani,Astroviridae,3179.0,"Rivera,R., Nollens,H.H., Venn-Watson,S., Gulland,F.M.D. and Wellehan,J.F.X. Jr.",CSL1,,USA,,2006,feces,Zalophus californianus (California sea lion),No,2.0,No,No,NA-NA,,1-829,1.0,722-3065,1.0,Mammalia,,828.0,2343.0
FJ973620,FJ973620.1,"Mamastrovirus 9 isolate VA1, complete genome",08-APR-2025,Mamastrovirus 9,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus virginiaense,Mamastrovirus virginiaense,Astroviridae,6586.0,"Li,Y., Finkbeiner,S.R., Ruone,S., Conrardy,C., Gregoricus,N., Toney,D., Virgin,H.W., Anderson,L.J., Vinje,J., Wang,D. and Tong,S.",,VA1,USA,,Aug-2008,stool samples from an outbreak of acute gastroenteritis in a child care center,Homo sapiens,No,3.0,No,No,38-2699,1.0,2653-4222,1.0,4211-6488,1.0,Mammalia,2661.0,1569.0,2277.0
FJ571074,FJ571074.1,"Mamastrovirus 17 strain Hp/Guangxi/LC03/2007 capsid protein precursor (ORF2) gene, complete cds",08-APR-2025,Mamastrovirus 17,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hipposideri,Mamastrovirus hipposideri,Astroviridae,2403.0,"Zhu,H.C., Chu,D.K.W., Liu,W., Dong,B.Q., Zhang,S.Y., Zhang,J.X., Li,L.F., Vijaykrishna,D., Smith,G.J.D., Chen,H.L., Poon,L.L.M., Peiris,J.S.M. and Guan,Y.",Hp/Guangxi/LC03/2007,LC03,China:Guangxi,,06-Jun-2007,,Hipposideros pomona,No,1.0,No,No,NA-NA,,NA-NA,,0-2403,1.0,Mammalia,,,2403.0
FJ571073,FJ571073.1,"Bat astrovirus Tm/Guangxi/LD54/2007 capsid protein precursor (ORF2) gene, complete cds",08-APR-2025,Bat astrovirus Tm/Guangxi/LD54/2007,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,2556.0,"Zhu,H.C., Chu,D.K.W., Liu,W., Dong,B.Q., Zhang,S.Y., Zhang,J.X., Li,L.F., Vijaykrishna,D., Smith,G.J.D., Chen,H.L., Poon,L.L.M., Peiris,J.S.M. and Guan,Y.",Tm/Guangxi/LD54/2007,LD54,China:Guangxi,,08-Jun-2007,,Taphozous melanopogon,No,1.0,No,No,NA-NA,,NA-NA,,0-2556,1.0,Mammalia,,,2556.0
FJ571072,FJ571072.1,"Bat astrovirus Tm/Guangxi/LD45/2007 capsid protein precursor (ORF2) gene, complete cds",08-APR-2025,Bat astrovirus Tm/Guangxi/LD45/2007,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,2532.0,"Zhu,H.C., Chu,D.K.W., Liu,W., Dong,B.Q., Zhang,S.Y., Zhang,J.X., Li,L.F., Vijaykrishna,D., Smith,G.J.D., Chen,H.L., Poon,L.L.M., Peiris,J.S.M. and Guan,Y.",Tm/Guangxi/LD45/2007,LD45,China:Guangxi,,08-Jun-2007,,Taphozous melanopogon,No,1.0,No,No,NA-NA,,NA-NA,,0-2532,1.0,Mammalia,,,2532.0
FJ571071,FJ571071.1,"Bat astrovirus Tm/Guangxi/DX19/2007 capsid protein precursor (ORF2) gene, complete cds",08-APR-2025,Bat astrovirus Tm/Guangxi/DX19/2007,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,2538.0,"Zhu,H.C., Chu,D.K.W., Liu,W., Dong,B.Q., Zhang,S.Y., Zhang,J.X., Li,L.F., Vijaykrishna,D., Smith,G.J.D., Chen,H.L., Poon,L.L.M., Peiris,J.S.M. and Guan,Y.",Tm/Guangxi/DX19/2007,DX19,China:Guangxi,,10-Jun-2007,,Taphozous melanopogon,No,1.0,No,No,NA-NA,,NA-NA,,0-2538,1.0,Mammalia,,,2538.0
FJ571070,FJ571070.1,"Bat astrovirus Tm/Guangxi/LD27/2007 capsid protein precursor (ORF2) gene, complete cds",08-APR-2025,Bat astrovirus Tm/Guangxi/LD27/2007,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,2538.0,"Zhu,H.C., Chu,D.K.W., Liu,W., Dong,B.Q., Zhang,S.Y., Zhang,J.X., Li,L.F., Vijaykrishna,D., Smith,G.J.D., Chen,H.L., Poon,L.L.M., Peiris,J.S.M. and Guan,Y.",Tm/Guangxi/LD27/2007,LD27,China:Guangxi,,08-Jun-2007,,Taphozous melanopogon,No,1.0,No,No,NA-NA,,NA-NA,,0-2538,1.0,Mammalia,,,2538.0
FJ571069,FJ571069.1,"Bat astrovirus Tm/Guangxi/LD04/2007 capsid protein precursor (ORF2) gene, partial cds",08-APR-2025,Bat astrovirus Tm/Guangxi/LD04/2007,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,2313.0,"Zhu,H.C., Chu,D.K.W., Liu,W., Dong,B.Q., Zhang,S.Y., Zhang,J.X., Li,L.F., Vijaykrishna,D., Smith,G.J.D., Chen,H.L., Poon,L.L.M., Peiris,J.S.M. and Guan,Y.",Tm/Guangxi/LD04/2007,LD04,China:Guangxi,,08-Jun-2007,,Taphozous melanopogon,No,1.0,No,No,NA-NA,,NA-NA,,0-2313,1.0,Mammalia,,,2313.0
FJ571068,FJ571068.1,"Bat astrovirus Ha/Guangxi/LS11/2007 non-structural polyprotein 1AB (pol) gene, partial cds; and capsid protein precursor (ORF2) gene, complete cds",08-APR-2025,Bat astrovirus Ha/Guangxi/LS11/2007,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,4095.0,"Zhu,H.C., Chu,D.K.W., Liu,W., Dong,B.Q., Zhang,S.Y., Zhang,J.X., Li,L.F., Vijaykrishna,D., Smith,G.J.D., Chen,H.L., Poon,L.L.M., Peiris,J.S.M. and Guan,Y.",Ha/Guangxi/LS11/2007,LS11,China:Guangxi,,06-Jun-2007,,Hipposideros armiger,No,2.0,No,No,NA-NA,,0-1620,1.0,1570-3970,1.0,Mammalia,,1620.0,2400.0
FJ571067,FJ571067.1,"Mamastrovirus 12 strain Tm/Guangxi/LD71/2007 non-structural polyprotein 1AB (pol) gene, partial cds; and capsid protein precursor (ORF2) gene, complete cds",08-APR-2025,Mamastrovirus 12,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus vespertilionis,Mamastrovirus vespertilionis,Astroviridae,3975.0,"Zhu,H.C., Chu,D.K.W., Liu,W., Dong,B.Q., Zhang,S.Y., Zhang,J.X., Li,L.F., Vijaykrishna,D., Smith,G.J.D., Chen,H.L., Poon,L.L.M., Peiris,J.S.M. and Guan,Y.",Tm/Guangxi/LD71/2007,LD71,China:Guangxi,,08-Jun-2007,,Taphozous melanopogon,No,2.0,No,No,NA-NA,,0-1641,1.0,1630-3913,1.0,Mammalia,,1641.0,2283.0
FJ571066,FJ571066.1,"Mamastrovirus 15 strain Tm/Guangxi/LD77/2007 non-structural polyprotein 1AB (pol) gene, partial cds; and capsid protein precursor (ORF2) gene, complete cds",08-APR-2025,Mamastrovirus 15,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus taphozoi,Mamastrovirus taphozoi,Astroviridae,3875.0,"Zhu,H.C., Chu,D.K.W., Liu,W., Dong,B.Q., Zhang,S.Y., Zhang,J.X., Li,L.F., Vijaykrishna,D., Smith,G.J.D., Chen,H.L., Poon,L.L.M., Peiris,J.S.M. and Guan,Y.",Tm/Guangxi/LD77/2007,LD77,China:Guangxi,,08-Jun-2007,,Taphozous melanopogon,No,2.0,No,No,NA-NA,,0-1413,1.0,1415-3578,1.0,Mammalia,,1413.0,2163.0
FJ571065,FJ571065.1,"Mamastrovirus 19 strain Tm/Guangxi/LD38/2007 non-structural polyprotein 1AB (pol) gene, partial cds; and capsid protein precursor (ORF2) gene, complete cds",08-APR-2025,Mamastrovirus 19,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus guangxiense,Mamastrovirus guangxiense,Astroviridae,4241.0,"Zhu,H.C., Chu,D.K.W., Liu,W., Dong,B.Q., Zhang,S.Y., Zhang,J.X., Li,L.F., Vijaykrishna,D., Smith,G.J.D., Chen,H.L., Poon,L.L.M., Peiris,J.S.M. and Guan,Y.",Tm/Guangxi/LD38/2007,LD38,China:Guangxi,,08-Jun-2007,,Taphozous melanopogon,No,2.0,No,No,NA-NA,,0-1569,1.0,1568-4106,1.0,Mammalia,,1569.0,2538.0
PV089624,PV089624.1,"Porcine astrovirus 5 isolate PAstV5-CHN-SW3-2023 non-structural protein 1ab (ORF1ab) and capsid protein (ORF2) genes, complete cds",23-MAR-2025,Porcine astrovirus 5,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6417.0,"Luo,Y. and Wang,E.Y.",,PAstV5-CHN-SW3-2023,China: Chongqing,,2023,,swine,No,2.0,No,No,21-2554,1.0,2555-4085,1.0,4068-6291,1.0,Mammalia,2533.0,1530.0,2223.0
PV089611,PV089611.1,"Porcine astrovirus 5 isolate PAstV5/CHN/SW13/2023 capsid protein gene, partial cds",23-MAR-2025,Porcine astrovirus 5,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,2220.0,"Luo,Y. and Wang,E.Y.",,PAstV5/CHN/SW13/2023,China: Sichuan,,2023,,swine,No,1.0,No,No,NA-NA,,NA-NA,,0-2220,1.0,Mammalia,,,2220.0
PV089610,PV089610.1,"Porcine astrovirus 5 isolate PAstV5/CHN/SW14/2023 capsid protein gene, partial cds",23-MAR-2025,Porcine astrovirus 5,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,2220.0,"Luo,Y. and Wang,E.Y.",,PAstV5/CHN/SW14/2023,China: Sichuan,,2023,,swine,No,1.0,No,No,NA-NA,,NA-NA,,0-2220,1.0,Mammalia,,,2220.0
PV089609,PV089609.1,"Porcine astrovirus 5 isolate PAstV5/CHN/SW3/2023 capsid protein gene, partial cds",23-MAR-2025,Porcine astrovirus 5,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,2220.0,"Luo,Y. and Wang,E.Y.",,PAstV5/CHN/SW3/2023,China: Sichuan,,2023,,swine,No,1.0,No,No,NA-NA,,NA-NA,,0-2220,1.0,Mammalia,,,2220.0
